,Unnamed: 0,db_id,original_sql,rewritten_sql,activated_rules,original_logical_plan
1614,1614,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id<7 AND t.production_year<2008 AND ci.person_id<773157 AND ci.role_id=8;","SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id<7 AND t.production_year<2008 AND ci.person_id<773157 AND ci.role_id=8;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1615,1615,job,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id>1 AND t.production_year<1984 AND mi.info_type_id<8;","SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id>1 AND t.production_year<1984 AND mi.info_type_id<8;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1616,1616,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<322;,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<322;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
1617,1617,job,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id>3 AND t.production_year<1993;","SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id>3 AND t.production_year<1993;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1618,1618,job,"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=1 AND t.production_year<2012;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 1 AND production_year < 2012) AS t158 INNER JOIN movie_info AS movie_info60 ON t158.id = movie_info60.movie_id INNER JOIN movie_info_idx AS movie_info_idx60 ON t158.id = movie_info_idx60.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
1619,1619,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id<7 AND t.production_year>2000 AND mk.keyword_id<3636;","SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id<7 AND t.production_year>2000 AND mk.keyword_id<3636;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1620,1620,job,SELECT * FROM cast_info ci WHERE ci.person_id>320435 AND ci.role_id>3;,SELECT * FROM cast_info ci WHERE ci.person_id>320435 AND ci.role_id>3;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
1621,1621,job,"SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year=1987 AND mi_idx.info_type_id<100;","SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year=1987 AND mi_idx.info_type_id<100;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1622,1622,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=24317;,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=24317;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
1623,1623,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id<7 AND t.production_year<2004 AND mk.keyword_id>12097;","SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id<7 AND t.production_year<2004 AND mk.keyword_id>12097;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1624,1624,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id>4 AND ci.person_id<561510 AND ci.role_id>2;","SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id>4 AND ci.person_id<561510 AND ci.role_id>2;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1625,1625,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id>13221;,SELECT * FROM movie_keyword mk WHERE mk.keyword_id>13221;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
1626,1626,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id>41892;,SELECT * FROM movie_keyword mk WHERE mk.keyword_id>41892;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
1627,1627,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id>6008 AND mc.company_type_id=2;","SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id>6008 AND mc.company_type_id=2;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1628,1628,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<68558;,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<68558;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
1629,1629,job,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND mi.info_type_id<6 AND mk.keyword_id=4047;",SELECT * FROM title AS title60 INNER JOIN (SELECT * FROM movie_info WHERE info_type_id < 6) AS t218 ON title60.id = t218.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id = 4047) AS t219 ON title60.id = t219.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
1630,1630,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id<3 AND t.production_year<2008;","SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id<3 AND t.production_year<2008;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1631,1631,job,"SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year>1953 AND mi_idx.info_type_id=99;","SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year>1953 AND mi_idx.info_type_id=99;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1632,1632,job,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id>1 AND t.production_year>2000;",SELECT * FROM (SELECT * FROM title WHERE kind_id > 1 AND production_year > 2000) AS t162 INNER JOIN cast_info AS cast_info61 ON t162.id = cast_info61.movie_id INNER JOIN movie_keyword AS movie_keyword61 ON t162.id = movie_keyword61.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
1633,1633,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id>10323;,SELECT * FROM movie_keyword mk WHERE mk.keyword_id>10323;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
1634,1634,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id=7 AND t.production_year>1930;","SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id=7 AND t.production_year>1930;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1635,1635,job,SELECT * FROM cast_info ci WHERE ci.person_id=525520;,SELECT * FROM cast_info ci WHERE ci.person_id=525520;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
1636,1636,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id<133 AND mc.company_type_id<2;","SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id<133 AND mc.company_type_id<2;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1637,1637,job,SELECT * FROM cast_info ci WHERE ci.person_id<3635033 AND ci.role_id<4;,SELECT * FROM cast_info ci WHERE ci.person_id<3635033 AND ci.role_id<4;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
1638,1638,job,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND ci.person_id>1408530 AND ci.role_id<3 AND mk.keyword_id>16809;","SELECT * FROM (SELECT * FROM title, (SELECT * FROM cast_info WHERE person_id > 1408530 AND role_id < 3) AS t WHERE title.id = t.movie_id) AS t0, (SELECT * FROM movie_keyword WHERE keyword_id > 16809) AS t1 WHERE t0.id = t1.movie_id;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
1639,1639,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id=96536;","SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id=96536;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1640,1640,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id=7 AND t.production_year>2012 AND ci.person_id>397474 AND ci.role_id=2;","SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id=7 AND t.production_year>2012 AND ci.person_id>397474 AND ci.role_id=2;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1641,1641,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id=2292;","SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id=2292;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1642,1642,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id<401 AND mc.company_type_id<2;","SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id<401 AND mc.company_type_id<2;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1643,1643,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=5327;,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=5327;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
1644,1644,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id>10111;,SELECT * FROM movie_keyword mk WHERE mk.keyword_id>10111;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
1645,1645,job,SELECT * FROM cast_info ci WHERE ci.person_id<228373 AND ci.role_id>1;,SELECT * FROM cast_info ci WHERE ci.person_id<228373 AND ci.role_id>1;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
1646,1646,job,SELECT * FROM movie_companies mc WHERE mc.company_id>52725;,SELECT * FROM movie_companies mc WHERE mc.company_id>52725;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
1647,1647,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id=3 AND t.production_year<2009;","SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id=3 AND t.production_year<2009;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1648,1648,job,SELECT * FROM cast_info ci WHERE ci.person_id>4060016 AND ci.role_id>10;,SELECT * FROM cast_info ci WHERE ci.person_id>4060016 AND ci.role_id>10;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
1649,1649,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id>26557;,SELECT * FROM movie_keyword mk WHERE mk.keyword_id>26557;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
1650,1650,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id>69928;,SELECT * FROM movie_keyword mk WHERE mk.keyword_id>69928;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
1651,1651,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id>1677387 AND ci.role_id=1;","SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id>1677387 AND ci.role_id=1;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1652,1652,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year>1925 AND ci.person_id>1401385;","SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year>1925 AND ci.person_id>1401385;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1653,1653,job,SELECT * FROM cast_info ci WHERE ci.person_id>2281283;,SELECT * FROM cast_info ci WHERE ci.person_id>2281283;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
1654,1654,job,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND ci.person_id<2137091 AND ci.role_id>6;",SELECT * FROM title INNER JOIN (SELECT * FROM cast_info WHERE person_id < 2137091 AND role_id > 6) AS t ON title.id = t.movie_id INNER JOIN movie_keyword ON title.id = movie_keyword.movie_id;,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
1655,1655,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id=228;","SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id=228;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1656,1656,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id<7 AND t.production_year=1909;","SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id<7 AND t.production_year=1909;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1657,1657,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id=9988;","SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id=9988;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1658,1658,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id=158616 AND ci.role_id<6;","SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id=158616 AND ci.role_id<6;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1659,1659,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>1914 AND mk.keyword_id>19735;","SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>1914 AND mk.keyword_id>19735;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1660,1660,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id<4 AND t.production_year=1956 AND mc.company_id>14300 AND mc.company_type_id>1;","SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id<4 AND t.production_year=1956 AND mc.company_id>14300 AND mc.company_type_id>1;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1661,1661,job,SELECT * FROM cast_info ci WHERE ci.person_id>2466809 AND ci.role_id=4;,SELECT * FROM cast_info ci WHERE ci.person_id>2466809 AND ci.role_id=4;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
1662,1662,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year>1995 AND ci.person_id<1885540;","SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year>1995 AND ci.person_id<1885540;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1663,1663,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id<43863;","SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id<43863;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1664,1664,job,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year>2002 AND mk.keyword_id>15084;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 7 AND production_year > 2002) AS t222 INNER JOIN movie_info AS movie_info61 ON t222.id = movie_info61.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id > 15084) AS t223 ON t222.id = t223.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
1665,1665,job,"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=1 AND t.production_year<2003 AND mi_idx.info_type_id<100;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 1 AND production_year < 2003) AS t217 INNER JOIN movie_info AS movie_info60 ON t217.id = movie_info60.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id < 100) AS t218 ON t217.id = t218.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
1666,1666,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=36091;,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=36091;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
1667,1667,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<21147;,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<21147;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
1668,1668,job,SELECT * FROM cast_info ci WHERE ci.person_id>2313041;,SELECT * FROM cast_info ci WHERE ci.person_id>2313041;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
1669,1669,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>2007 AND mk.keyword_id<26238;","SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>2007 AND mk.keyword_id<26238;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1670,1670,job,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id<3 AND t.production_year=1989 AND mi.info_type_id<15;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 3 AND production_year = 1989) AS t213 INNER JOIN movie_companies AS movie_companies59 ON t213.id = movie_companies59.movie_id INNER JOIN (SELECT * FROM movie_info WHERE info_type_id < 15) AS t214 ON t213.id = t214.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
1671,1671,job,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND ci.person_id>2927041 AND ci.role_id>1;",SELECT * FROM title AS title59 INNER JOIN (SELECT * FROM cast_info WHERE person_id > 2927041 AND role_id > 1) AS t155 ON title59.id = t155.movie_id INNER JOIN movie_keyword AS movie_keyword59 ON title59.id = movie_keyword59.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
1672,1672,job,SELECT * FROM cast_info ci WHERE ci.person_id>1321180;,SELECT * FROM cast_info ci WHERE ci.person_id>1321180;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
1673,1673,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id=1 AND ci.person_id<3433871 AND ci.role_id>10;","SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id=1 AND ci.person_id<3433871 AND ci.role_id>10;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1674,1674,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id<7 AND t.production_year<2010 AND mk.keyword_id>1515;","SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id<7 AND t.production_year<2010 AND mk.keyword_id>1515;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1675,1675,job,SELECT * FROM cast_info ci WHERE ci.person_id<2826119 AND ci.role_id>2;,SELECT * FROM cast_info ci WHERE ci.person_id<2826119 AND ci.role_id>2;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
1676,1676,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id<6211;","SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id<6211;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1677,1677,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id=7 AND t.production_year=2011 AND mc.company_id>5;","SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id=7 AND t.production_year=2011 AND mc.company_id>5;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1678,1678,job,SELECT * FROM movie_companies mc WHERE mc.company_id=137905;,SELECT * FROM movie_companies mc WHERE mc.company_id=137905;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
1679,1679,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id=7 AND t.production_year=2004 AND mc.company_id>34 AND mc.company_type_id<2;","SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id=7 AND t.production_year=2004 AND mc.company_id>34 AND mc.company_type_id<2;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1680,1680,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<15378;,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<15378;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
1681,1681,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id=7 AND t.production_year=1994;","SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id=7 AND t.production_year=1994;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1682,1682,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id>7869;,SELECT * FROM movie_keyword mk WHERE mk.keyword_id>7869;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
1683,1683,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year<2010 AND mk.keyword_id=11445;","SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year<2010 AND mk.keyword_id=11445;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1684,1684,job,SELECT * FROM cast_info ci WHERE ci.person_id=813469 AND ci.role_id<2;,SELECT * FROM cast_info ci WHERE ci.person_id=813469 AND ci.role_id<2;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
1685,1685,job,SELECT * FROM cast_info ci WHERE ci.person_id>2494881 AND ci.role_id<7;,SELECT * FROM cast_info ci WHERE ci.person_id>2494881 AND ci.role_id<7;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
1686,1686,job,SELECT * FROM movie_companies mc WHERE mc.company_id<7851;,SELECT * FROM movie_companies mc WHERE mc.company_id<7851;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
1687,1687,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id>2691406 AND ci.role_id=10;","SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id>2691406 AND ci.role_id=10;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
1688,1688,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id>1463;,SELECT * FROM movie_keyword mk WHERE mk.keyword_id>1463;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
1689,1689,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<16115;,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<16115;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
1690,1690,job,SELECT * FROM cast_info ci WHERE ci.person_id<820747 AND ci.role_id=2;,SELECT * FROM cast_info ci WHERE ci.person_id<820747 AND ci.role_id=2;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
1691,1691,job,"SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year>2002 AND mc.company_type_id=2;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 7 AND production_year > 2002) AS t217 INNER JOIN (SELECT * FROM movie_companies WHERE company_type_id = 2) AS t218 ON t217.id = t218.movie_id INNER JOIN movie_keyword AS movie_keyword60 ON t217.id = movie_keyword60.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
1692,1692,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=1518;,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=1518;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
